District,year,degree,z-score_cutoff
ANURADHAPURA,2022,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
POLONNARUWA,2022,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
BADULLA,2022,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
MONARAGALA,2022,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
KEGALLE,2022,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.4896
RATNAPURA,2022,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.1581
COLOMBO,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.9414
GAMPAHA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.4499
KALUTARA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.3636
MATALE,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.2153
KANDY,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.219
NUWARA ELIYA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.2643
GALLE,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.7929
MATARA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.4869
HAMBANTOTA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.2568
JAFFNA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.2557
KILINOCHCHI,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,NQC
MANNAR,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.258
MULLAITIVU,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,NQC
VAVUNIYA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.3714
TRINCOMALEE,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.3894
BATTICALOA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.3894
AMPARA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.4487
PUTTALAM,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.7094
KURUNEGALA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.2528
ANURADHAPURA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.4688
POLONNARUWA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.4235
BADULLA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.2804
MONARAGALA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.4453
KEGALLE,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.568
RATNAPURA,2022,INFORMATION SYSTEMS  University of Sabaragamuwa,0.3236
COLOMBO,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4818
GAMPAHA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4876
KALUTARA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4958
MATALE,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
KANDY,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.483
NUWARA ELIYA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
GALLE,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4822
MATARA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4852
HAMBANTOTA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.5052
JAFFNA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.5082
KILINOCHCHI,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
MANNAR,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
MULLAITIVU,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
VAVUNIYA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4905
TRINCOMALEE,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
BATTICALOA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
AMPARA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.5052
PUTTALAM,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
KURUNEGALA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4925
ANURADHAPURA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4966
POLONNARUWA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
BADULLA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4869
MONARAGALA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,NQC
KEGALLE,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4864
RATNAPURA,2022,SOFTWARE ENGINEERING University of Sri Jayewardenepura,1.4965
COLOMBO,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5372
GAMPAHA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5317
KALUTARA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5365
MATALE,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
KANDY,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5189
NUWARA ELIYA,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
GALLE,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5465
MATARA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5372
HAMBANTOTA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5143
JAFFNA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5199
KILINOCHCHI,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
MANNAR,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
MULLAITIVU,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5418
VAVUNIYA,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
TRINCOMALEE,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
BATTICALOA,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
AMPARA,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
PUTTALAM,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
KURUNEGALA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5466
ANURADHAPURA,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
POLONNARUWA,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
BADULLA,2022,SOFTWARE ENGINEERING University of Kelaniya,NQC
MONARAGALA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5679
KEGALLE,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5653
RATNAPURA,2022,SOFTWARE ENGINEERING University of Kelaniya,1.5318
COLOMBO,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.3875
GAMPAHA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.3388
KALUTARA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
MATALE,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.1888
KANDY,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.421
NUWARA ELIYA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,0.8187
GALLE,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.4546
MATARA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
HAMBANTOTA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
JAFFNA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.6124
KILINOCHCHI,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.1679
MANNAR,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.1122
MULLAITIVU,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.0084
VAVUNIYA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
TRINCOMALEE,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.157
BATTICALOA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.3163
AMPARA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.1844
PUTTALAM,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.1462
KURUNEGALA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.3908
ANURADHAPURA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.2106
POLONNARUWA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,0.781
BADULLA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.3114
MONARAGALA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.2427
KEGALLE,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.4507
RATNAPURA,2022,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.3435
COLOMBO,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1413
GAMPAHA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.132
KALUTARA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1161
MATALE,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1834
KANDY,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1161
NUWARA ELIYA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,NQC
GALLE,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1543
MATARA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1339
HAMBANTOTA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1243
JAFFNA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1722
KILINOCHCHI,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,NQC
MANNAR,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,NQC
MULLAITIVU,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,NQC
VAVUNIYA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1909
TRINCOMALEE,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1224
BATTICALOA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1111
AMPARA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1254
PUTTALAM,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1243
KURUNEGALA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1356
ANURADHAPURA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1566
POLONNARUWA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1235
BADULLA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1301
MONARAGALA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1112
KEGALLE,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1391
RATNAPURA,2022,AYURVEDIC MEDICINE & SURGERY University of Colombo,1.1219
COLOMBO,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.8453
GAMPAHA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.7884
KALUTARA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0163
MATALE,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.7967
KANDY,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.8989
NUWARA ELIYA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.7445
GALLE,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0044
MATARA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.1313
HAMBANTOTA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.1018
JAFFNA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.8635
KILINOCHCHI,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6676
MANNAR,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.8186
MULLAITIVU,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.1659
VAVUNIYA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0654
TRINCOMALEE,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0945
BATTICALOA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0738
AMPARA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.1254
PUTTALAM,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0073
KURUNEGALA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.942
ANURADHAPURA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.902
POLONNARUWA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.9141
BADULLA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0792
MONARAGALA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0548
KEGALLE,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.9274
RATNAPURA,2022,"AYURVEDIC MEDICINE & SURGERY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.9978
COLOMBO,2022,UNANI MEDICINE & SURGERY University of Colombo,0.9695
GAMPAHA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.5901
KALUTARA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.778
MATALE,2022,UNANI MEDICINE & SURGERY University of Colombo,1.0833
KANDY,2022,UNANI MEDICINE & SURGERY University of Colombo,1.0023
NUWARA ELIYA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.5256
GALLE,2022,UNANI MEDICINE & SURGERY University of Colombo,0.9355
MATARA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.9573
HAMBANTOTA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.9321
JAFFNA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.7642
KILINOCHCHI,2022,UNANI MEDICINE & SURGERY University of Colombo,0.6318
MANNAR,2022,UNANI MEDICINE & SURGERY University of Colombo,0.8055
MULLAITIVU,2022,UNANI MEDICINE & SURGERY University of Colombo,0.4243
VAVUNIYA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.8336
TRINCOMALEE,2022,UNANI MEDICINE & SURGERY University of Colombo,1.1875
BATTICALOA,2022,UNANI MEDICINE & SURGERY University of Colombo,1.2597
AMPARA,2022,UNANI MEDICINE & SURGERY University of Colombo,1.3318
PUTTALAM,2022,UNANI MEDICINE & SURGERY University of Colombo,1.3224
KURUNEGALA,2022,UNANI MEDICINE & SURGERY University of Colombo,1.0916
ANURADHAPURA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.827
POLONNARUWA,2022,UNANI MEDICINE & SURGERY University of Colombo,1.063
BADULLA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.7582
MONARAGALA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.8588
KEGALLE,2022,UNANI MEDICINE & SURGERY University of Colombo,1.2434
RATNAPURA,2022,UNANI MEDICINE & SURGERY University of Colombo,0.9244
COLOMBO,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.5715
GAMPAHA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,-0.409
KALUTARA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.734
MATALE,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,NQC
KANDY,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.5386
NUWARA ELIYA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.2839
GALLE,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,NQC
MATARA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,NQC
HAMBANTOTA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,NQC
JAFFNA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.747
KILINOCHCHI,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.674
MANNAR,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.6423
MULLAITIVU,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.691
VAVUNIYA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.6363
TRINCOMALEE,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.7539
BATTICALOA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.7482
AMPARA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.7573
PUTTALAM,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.5737
KURUNEGALA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.5313
ANURADHAPURA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.4092
POLONNARUWA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.3184
BADULLA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,1.1353
MONARAGALA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.048
KEGALLE,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,0.6065
RATNAPURA,2022,SIDDHA MEDICINE & SURGERY University of Jaffna,NQC
COLOMBO,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.4383
GAMPAHA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.4225
KALUTARA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5838
MATALE,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5883
KANDY,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5284
NUWARA ELIYA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,NQC
GALLE,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5437
MATARA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5752
HAMBANTOTA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.616
JAFFNA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.8202
KILINOCHCHI,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,NQC
MANNAR,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,NQC
MULLAITIVU,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,NQC
VAVUNIYA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.8055
TRINCOMALEE,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.8129
BATTICALOA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.7989
AMPARA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.7276
PUTTALAM,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5631
KURUNEGALA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5652
ANURADHAPURA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.4273
POLONNARUWA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.5996
BADULLA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.4693
MONARAGALA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.8132
KEGALLE,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.6019
RATNAPURA,2022,SIDDHA MEDICINE & SURGERY Eastern University - Trincomalee Campus,0.4302
COLOMBO,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.5043
GAMPAHA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.4798
KALUTARA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6228
MATALE,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.5791
KANDY,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.5812
NUWARA ELIYA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.3333
GALLE,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6395
MATARA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6093
HAMBANTOTA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6449
JAFFNA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6615
KILINOCHCHI,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.3229
MANNAR,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.2385
MULLAITIVU,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.2822
VAVUNIYA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.4235
TRINCOMALEE,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6419
BATTICALOA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6362
AMPARA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.5632
PUTTALAM,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.466
KURUNEGALA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6219
ANURADHAPURA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.4326
POLONNARUWA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.5682
BADULLA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.5296
MONARAGALA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.5343
KEGALLE,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.6335
RATNAPURA,2022,"INDIGENOUS MEDICINAL RESOURCES The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.536
COLOMBO,2022,"HEALTH INFORMATION AND COMMUNICATION TECHNOLOGY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",0.9894
GAMPAHA,2022,"HEALTH INFORMATION AND COMMUNICATION TECHNOLOGY The Gampaha Wickramarachchi University of Indigenous Medicine, Sri Lanka",1.0374
