District,stream,degree,year,students_sat,students_passed,z-score_cutoff
kandy,commerce,COMMERCE University of Sri Jayewardenepura,2020,4045,2737,1.5781
galle,commerce,COMMERCE University of Sri Jayewardenepura,2020,3168,2317,1.5798
matara,commerce,COMMERCE University of Sri Jayewardenepura,2020,2049,1498,1.58
hambantota,commerce,COMMERCE University of Sri Jayewardenepura,2020,1246,814,1.6691
jaffna,commerce,COMMERCE University of Sri Jayewardenepura,2020,1049,737,1.643
vavuniya,commerce,COMMERCE University of Sri Jayewardenepura,2020,356,221,1.689
kurunegala,commerce,COMMERCE University of Sri Jayewardenepura,2020,3119,2538,1.5944
anuradhapura,commerce,COMMERCE University of Sri Jayewardenepura,2020,2088,1453,1.6241
badulla,commerce,COMMERCE University of Sri Jayewardenepura,2020,2113,1467,1.577
monaragala,commerce,COMMERCE University of Sri Jayewardenepura,2020,1277,823,1.6008
kegalle,commerce,COMMERCE University of Sri Jayewardenepura,2020,2011,1411,1.5756
ratnapura,commerce,COMMERCE University of Sri Jayewardenepura,2020,2821,1989,1.6636
colombo,commerce,COMMERCE University of Kelaniya,2020,9522,7029,1.463
gampaha,commerce,COMMERCE University of Kelaniya,2020,6173,4504,1.4651
kalutara,commerce,COMMERCE University of Kelaniya,2020,3407,2510,1.4683
matale,commerce,COMMERCE University of Kelaniya,2020,1236,850,1.4923
kandy,commerce,COMMERCE University of Kelaniya,2020,4045,2737,1.4656
nuwara eliya,commerce,COMMERCE University of Kelaniya,2020,1474,1015,1.469
galle,commerce,COMMERCE University of Kelaniya,2020,3168,2317,1.464
matara,commerce,COMMERCE University of Kelaniya,2020,2049,1498,1.4662
hambantota,commerce,COMMERCE University of Kelaniya,2020,1246,814,1.4659
trincomalee,commerce,COMMERCE University of Kelaniya,2020,720,455,1.5055
puttalam,commerce,COMMERCE University of Kelaniya,2020,1394,1102,1.5254
kurunegala,commerce,COMMERCE University of Kelaniya,2020,3119,2538,1.4668
anuradhapura,commerce,COMMERCE University of Kelaniya,2020,2088,1453,1.4931
badulla,commerce,COMMERCE University of Kelaniya,2020,2113,1467,1.4756
monaragala,commerce,COMMERCE University of Kelaniya,2020,1277,823,1.4803
kegalle,commerce,COMMERCE University of Kelaniya,2020,2011,1411,1.4737
ratnapura,commerce,COMMERCE University of Kelaniya,2020,2821,1989,1.4651
colombo,commerce,COMMERCE University of Jaffna,2020,9522,7029,1.3221
gampaha,commerce,COMMERCE University of Jaffna,2020,6173,4504,1.2258
kalutara,commerce,COMMERCE University of Jaffna,2020,3407,2510,1.2891
matale,commerce,COMMERCE University of Jaffna,2020,1236,850,1.2461
kandy,commerce,COMMERCE University of Jaffna,2020,4045,2737,1.2435
matara,commerce,COMMERCE University of Jaffna,2020,2049,1498,1.4018
mullaitivu,commerce,COMMERCE University of Jaffna,2020,225,151,1.141
puttalam,commerce,COMMERCE University of Jaffna,2020,1394,1102,1.1437
kurunegala,commerce,COMMERCE University of Jaffna,2020,3119,2538,1.2583
anuradhapura,commerce,COMMERCE University of Jaffna,2020,2088,1453,1.1761
badulla,commerce,COMMERCE University of Jaffna,2020,2113,1467,1.2024
monaragala,commerce,COMMERCE University of Jaffna,2020,1277,823,1.278
kegalle,commerce,COMMERCE University of Jaffna,2020,2011,1411,1.2859
ratnapura,commerce,COMMERCE University of Jaffna,2020,2821,1989,1.215
colombo,commerce,"COMMERCE Eastern University, Sri Lanka",2020,9522,7029,1.3232
gampaha,commerce,"COMMERCE Eastern University, Sri Lanka",2020,6173,4504,1.2248
kalutara,commerce,"COMMERCE Eastern University, Sri Lanka",2020,3407,2510,1.297
matale,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1236,850,1.2489
kandy,commerce,"COMMERCE Eastern University, Sri Lanka",2020,4045,2737,1.2534
nuwara eliya,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1474,1015,1.0008
galle,commerce,"COMMERCE Eastern University, Sri Lanka",2020,3168,2317,1.3108
matara,commerce,"COMMERCE Eastern University, Sri Lanka",2020,2049,1498,1.3754
hambantota,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1246,814,1.1063
jaffna,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1049,737,0.9443
kilinochchi,commerce,"COMMERCE Eastern University, Sri Lanka",2020,237,159,1.1099
mannar,commerce,"COMMERCE Eastern University, Sri Lanka",2020,266,185,1.0599
vavuniya,commerce,"COMMERCE Eastern University, Sri Lanka",2020,356,221,0.8227
trincomalee,commerce,"COMMERCE Eastern University, Sri Lanka",2020,720,455,0.8957
batticaloa,commerce,"COMMERCE Eastern University, Sri Lanka",2020,862,565,0.8923
ampara,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1217,779,0.9036
puttalam,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1394,1102,1.0931
kurunegala,commerce,"COMMERCE Eastern University, Sri Lanka",2020,3119,2538,1.2605
anuradhapura,commerce,"COMMERCE Eastern University, Sri Lanka",2020,2088,1453,1.1906
polonnaruwa,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1066,791,1.0898
badulla,commerce,"COMMERCE Eastern University, Sri Lanka",2020,2113,1467,1.2044
monaragala,commerce,"COMMERCE Eastern University, Sri Lanka",2020,1277,823,1.273
kegalle,commerce,"COMMERCE Eastern University, Sri Lanka",2020,2011,1411,1.2714
ratnapura,commerce,"COMMERCE Eastern University, Sri Lanka",2020,2821,1989,1.1816
colombo,commerce,COMMERCE South Eastern University of Sri Lanka,2020,9522,7029,1.3232
gampaha,commerce,COMMERCE South Eastern University of Sri Lanka,2020,6173,4504,1.2324
kalutara,commerce,COMMERCE South Eastern University of Sri Lanka,2020,3407,2510,1.2969
matale,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1236,850,1.2656
kandy,commerce,COMMERCE South Eastern University of Sri Lanka,2020,4045,2737,1.251
nuwara eliya,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1474,1015,1.0016
galle,commerce,COMMERCE South Eastern University of Sri Lanka,2020,3168,2317,1.3153
matara,commerce,COMMERCE South Eastern University of Sri Lanka,2020,2049,1498,1.3511
hambantota,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1246,814,1.0972
jaffna,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1049,737,1.1211
vavuniya,commerce,COMMERCE South Eastern University of Sri Lanka,2020,356,221,0.776
trincomalee,commerce,COMMERCE South Eastern University of Sri Lanka,2020,720,455,0.9768
batticaloa,commerce,COMMERCE South Eastern University of Sri Lanka,2020,862,565,0.8923
ampara,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1217,779,0.925
puttalam,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1394,1102,1.1003
kurunegala,commerce,COMMERCE South Eastern University of Sri Lanka,2020,3119,2538,1.2963
anuradhapura,commerce,COMMERCE South Eastern University of Sri Lanka,2020,2088,1453,1.1766
polonnaruwa,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1066,791,1.0793
badulla,commerce,COMMERCE South Eastern University of Sri Lanka,2020,2113,1467,1.2099
monaragala,commerce,COMMERCE South Eastern University of Sri Lanka,2020,1277,823,1.2932
kegalle,commerce,COMMERCE South Eastern University of Sri Lanka,2020,2011,1411,1.275
ratnapura,commerce,COMMERCE South Eastern University of Sri Lanka,2020,2821,1989,1.1881
colombo,arts,ARTS  University of Colombo,2020,6766,4371,1.7578
gampaha,arts,ARTS  University of Colombo,2020,7391,5142,1.759
kalutara,arts,ARTS  University of Colombo,2020,4964,3332,1.7582
matale,arts,ARTS  University of Colombo,2020,2850,1976,1.8444
kandy,arts,ARTS  University of Colombo,2020,7221,4796,1.7604
galle,arts,ARTS  University of Colombo,2020,4906,3394,1.7596
matara,arts,ARTS  University of Colombo,2020,3999,2792,1.7596
hambantota,arts,ARTS  University of Colombo,2020,3676,2371,1.7612
jaffna,arts,ARTS  University of Colombo,2020,2886,2072,1.8288
kilinochchi,arts,ARTS  University of Colombo,2020,764,540,1.9221
mannar,arts,ARTS  University of Colombo,2020,611,452,2.0776
vavuniya,arts,ARTS  University of Colombo,2020,860,576,1.9306
trincomalee,arts,ARTS  University of Colombo,2020,1952,1408,1.7883
batticaloa,arts,ARTS  University of Colombo,2020,2583,1729,1.8101
ampara,arts,ARTS  University of Colombo,2020,3148,2156,1.7631
puttalam,arts,ARTS  University of Colombo,2020,2997,2246,1.7621
kurunegala,arts,ARTS  University of Colombo,2020,9241,6812,1.759
anuradhapura,arts,ARTS  University of Colombo,2020,4755,3372,1.7617
polonnaruwa,arts,ARTS  University of Colombo,2020,1947,1359,1.7581
badulla,arts,ARTS  University of Colombo,2020,4572,3375,1.7604
monaragala,arts,ARTS  University of Colombo,2020,2548,1899,1.7595
kegalle,arts,ARTS  University of Colombo,2020,4176,3015,1.7591
ratnapura,arts,ARTS  University of Colombo,2020,5399,3792,1.7591
colombo,arts,ARTS  University of Peradeniya,2020,6766,4371,1.6512
gampaha,arts,ARTS  University of Peradeniya,2020,7391,5142,1.6543
kalutara,arts,ARTS  University of Peradeniya,2020,4964,3332,1.6566
matale,arts,ARTS  University of Peradeniya,2020,2850,1976,1.6505
kandy,arts,ARTS  University of Peradeniya,2020,7221,4796,1.6507
nuwara eliya,arts,ARTS  University of Peradeniya,2020,3188,2282,1.6703
galle,arts,ARTS  University of Peradeniya,2020,4906,3394,1.6516
matara,arts,ARTS  University of Peradeniya,2020,3999,2792,1.6519
hambantota,arts,ARTS  University of Peradeniya,2020,3676,2371,1.6505
jaffna,arts,ARTS  University of Peradeniya,2020,2886,2072,1.6626
kilinochchi,arts,ARTS  University of Peradeniya,2020,764,540,1.697
mannar,arts,ARTS  University of Peradeniya,2020,611,452,1.7594
mullaitivu,arts,ARTS  University of Peradeniya,2020,683,499,1.6915
vavuniya,arts,ARTS  University of Peradeniya,2020,860,576,1.6777
trincomalee,arts,ARTS  University of Peradeniya,2020,1952,1408,1.6516
batticaloa,arts,ARTS  University of Peradeniya,2020,2583,1729,1.6529
ampara,arts,ARTS  University of Peradeniya,2020,3148,2156,1.6568
puttalam,arts,ARTS  University of Peradeniya,2020,2997,2246,1.6635
kurunegala,arts,ARTS  University of Peradeniya,2020,9241,6812,1.6516
anuradhapura,arts,ARTS  University of Peradeniya,2020,4755,3372,1.6512
polonnaruwa,arts,ARTS  University of Peradeniya,2020,1947,1359,1.6534
badulla,arts,ARTS  University of Peradeniya,2020,4572,3375,1.6505
monaragala,arts,ARTS  University of Peradeniya,2020,2548,1899,1.652
kegalle,arts,ARTS  University of Peradeniya,2020,4176,3015,1.6512
ratnapura,arts,ARTS  University of Peradeniya,2020,5399,3792,1.6508
colombo,arts,ARTS  University of Sri Jayewardenepura,2020,6766,4371,1.5664
gampaha,arts,ARTS  University of Sri Jayewardenepura,2020,7391,5142,1.5727
kalutara,arts,ARTS  University of Sri Jayewardenepura,2020,4964,3332,1.5674
matale,arts,ARTS  University of Sri Jayewardenepura,2020,2850,1976,1.578
kandy,arts,ARTS  University of Sri Jayewardenepura,2020,7221,4796,1.566
nuwara eliya,arts,ARTS  University of Sri Jayewardenepura,2020,3188,2282,1.5749
galle,arts,ARTS  University of Sri Jayewardenepura,2020,4906,3394,1.566
matara,arts,ARTS  University of Sri Jayewardenepura,2020,3999,2792,1.569
hambantota,arts,ARTS  University of Sri Jayewardenepura,2020,3676,2371,1.5716
trincomalee,arts,ARTS  University of Sri Jayewardenepura,2020,1952,1408,1.6131
ampara,arts,ARTS  University of Sri Jayewardenepura,2020,3148,2156,1.5743
puttalam,arts,ARTS  University of Sri Jayewardenepura,2020,2997,2246,1.569
kurunegala,arts,ARTS  University of Sri Jayewardenepura,2020,9241,6812,1.5664
anuradhapura,arts,ARTS  University of Sri Jayewardenepura,2020,4755,3372,1.5662
polonnaruwa,arts,ARTS  University of Sri Jayewardenepura,2020,1947,1359,1.566
badulla,arts,ARTS  University of Sri Jayewardenepura,2020,4572,3375,1.5687
monaragala,arts,ARTS  University of Sri Jayewardenepura,2020,2548,1899,1.5674
kegalle,arts,ARTS  University of Sri Jayewardenepura,2020,4176,3015,1.5668
ratnapura,arts,ARTS  University of Sri Jayewardenepura,2020,5399,3792,1.5657
colombo,arts,ARTS  University of Kelaniya,2020,6766,4371,1.4969
gampaha,arts,ARTS  University of Kelaniya,2020,7391,5142,1.497
kalutara,arts,ARTS  University of Kelaniya,2020,4964,3332,1.4974
matale,arts,ARTS  University of Kelaniya,2020,2850,1976,1.4981
kandy,arts,ARTS  University of Kelaniya,2020,7221,4796,1.497
nuwara eliya,arts,ARTS  University of Kelaniya,2020,3188,2282,1.5
galle,arts,ARTS  University of Kelaniya,2020,4906,3394,1.4975
matara,arts,ARTS  University of Kelaniya,2020,3999,2792,1.497
hambantota,arts,ARTS  University of Kelaniya,2020,3676,2371,1.4975
vavuniya,arts,ARTS  University of Kelaniya,2020,860,576,1.515
trincomalee,arts,ARTS  University of Kelaniya,2020,1952,1408,1.5549
ampara,arts,ARTS  University of Kelaniya,2020,3148,2156,1.4971
puttalam,arts,ARTS  University of Kelaniya,2020,2997,2246,1.4971
kurunegala,arts,ARTS  University of Kelaniya,2020,9241,6812,1.4971
anuradhapura,arts,ARTS  University of Kelaniya,2020,4755,3372,1.5006
polonnaruwa,arts,ARTS  University of Kelaniya,2020,1947,1359,1.5009
badulla,arts,ARTS  University of Kelaniya,2020,4572,3375,1.4976
monaragala,arts,ARTS  University of Kelaniya,2020,2548,1899,1.4976
kegalle,arts,ARTS  University of Kelaniya,2020,4176,3015,1.5056
ratnapura,arts,ARTS  University of Kelaniya,2020,5399,3792,1.4973
colombo,arts,ARTS  University of Jaffna,2020,6766,4371,1.2531
gampaha,arts,ARTS  University of Jaffna,2020,7391,5142,1.266
kalutara,arts,ARTS  University of Jaffna,2020,4964,3332,1.2545
matale,arts,ARTS  University of Jaffna,2020,2850,1976,1.2726
kandy,arts,ARTS  University of Jaffna,2020,7221,4796,1.2514
nuwara eliya,arts,ARTS  University of Jaffna,2020,3188,2282,1.2561
matara,arts,ARTS  University of Jaffna,2020,3999,2792,1.266
jaffna,arts,ARTS  University of Jaffna,2020,2886,2072,1.2488
kilinochchi,arts,ARTS  University of Jaffna,2020,764,540,1.2649
mannar,arts,ARTS  University of Jaffna,2020,611,452,1.2607
mullaitivu,arts,ARTS  University of Jaffna,2020,683,499,1.2529
vavuniya,arts,ARTS  University of Jaffna,2020,860,576,1.2485
trincomalee,arts,ARTS  University of Jaffna,2020,1952,1408,1.284
batticaloa,arts,ARTS  University of Jaffna,2020,2583,1729,1.2633
ampara,arts,ARTS  University of Jaffna,2020,3148,2156,1.2489
puttalam,arts,ARTS  University of Jaffna,2020,2997,2246,1.2482
kurunegala,arts,ARTS  University of Jaffna,2020,9241,6812,1.2675
anuradhapura,arts,ARTS  University of Jaffna,2020,4755,3372,1.2482
badulla,arts,ARTS  University of Jaffna,2020,4572,3375,1.2498
monaragala,arts,ARTS  University of Jaffna,2020,2548,1899,1.3635
kegalle,arts,ARTS  University of Jaffna,2020,4176,3015,1.2682
ratnapura,arts,ARTS  University of Jaffna,2020,5399,3792,1.2543
colombo,arts,ARTS  University of Ruhuna,2020,6766,4371,1.4185
gampaha,arts,ARTS  University of Ruhuna,2020,7391,5142,1.4214
kalutara,arts,ARTS  University of Ruhuna,2020,4964,3332,1.4179
matale,arts,ARTS  University of Ruhuna,2020,2850,1976,1.432
kandy,arts,ARTS  University of Ruhuna,2020,7221,4796,1.4167
nuwara eliya,arts,ARTS  University of Ruhuna,2020,3188,2282,1.4296
galle,arts,ARTS  University of Ruhuna,2020,4906,3394,1.4169
matara,arts,ARTS  University of Ruhuna,2020,3999,2792,1.4164
hambantota,arts,ARTS  University of Ruhuna,2020,3676,2371,1.4205
trincomalee,arts,ARTS  University of Ruhuna,2020,1952,1408,1.4313
ampara,arts,ARTS  University of Ruhuna,2020,3148,2156,1.4258
puttalam,arts,ARTS  University of Ruhuna,2020,2997,2246,1.4244
kurunegala,arts,ARTS  University of Ruhuna,2020,9241,6812,1.417
anuradhapura,arts,ARTS  University of Ruhuna,2020,4755,3372,1.4166
polonnaruwa,arts,ARTS  University of Ruhuna,2020,1947,1359,1.4199
badulla,arts,ARTS  University of Ruhuna,2020,4572,3375,1.4204
monaragala,arts,ARTS  University of Ruhuna,2020,2548,1899,1.4162
kegalle,arts,ARTS  University of Ruhuna,2020,4176,3015,1.4255
ratnapura,arts,ARTS  University of Ruhuna,2020,5399,3792,1.4171
colombo,arts,"ARTS  Eastern University, Sri Lanka",2020,6766,4371,1.1718
gampaha,arts,"ARTS  Eastern University, Sri Lanka",2020,7391,5142,1.1839
kalutara,arts,"ARTS  Eastern University, Sri Lanka",2020,4964,3332,1.1696
matale,arts,"ARTS  Eastern University, Sri Lanka",2020,2850,1976,1.1727
kandy,arts,"ARTS  Eastern University, Sri Lanka",2020,7221,4796,1.1748
nuwara eliya,arts,"ARTS  Eastern University, Sri Lanka",2020,3188,2282,1.1672
galle,arts,"ARTS  Eastern University, Sri Lanka",2020,4906,3394,1.296
matara,arts,"ARTS  Eastern University, Sri Lanka",2020,3999,2792,1.1991
hambantota,arts,"ARTS  Eastern University, Sri Lanka",2020,3676,2371,1.1844
jaffna,arts,"ARTS  Eastern University, Sri Lanka",2020,2886,2072,1.168
kilinochchi,arts,"ARTS  Eastern University, Sri Lanka",2020,764,540,1.1689
mannar,arts,"ARTS  Eastern University, Sri Lanka",2020,611,452,1.1833
mullaitivu,arts,"ARTS  Eastern University, Sri Lanka",2020,683,499,1.1867
vavuniya,arts,"ARTS  Eastern University, Sri Lanka",2020,860,576,1.1743
trincomalee,arts,"ARTS  Eastern University, Sri Lanka",2020,1952,1408,1.1721
batticaloa,arts,"ARTS  Eastern University, Sri Lanka",2020,2583,1729,1.1678
ampara,arts,"ARTS  Eastern University, Sri Lanka",2020,3148,2156,1.1714
puttalam,arts,"ARTS  Eastern University, Sri Lanka",2020,2997,2246,1.1684
kurunegala,arts,"ARTS  Eastern University, Sri Lanka",2020,9241,6812,1.1712
anuradhapura,arts,"ARTS  Eastern University, Sri Lanka",2020,4755,3372,1.1779
polonnaruwa,arts,"ARTS  Eastern University, Sri Lanka",2020,1947,1359,1.1672
badulla,arts,"ARTS  Eastern University, Sri Lanka",2020,4572,3375,1.1718
monaragala,arts,"ARTS  Eastern University, Sri Lanka",2020,2548,1899,1.192
kegalle,arts,"ARTS  Eastern University, Sri Lanka",2020,4176,3015,1.1779
ratnapura,arts,"ARTS  Eastern University, Sri Lanka",2020,5399,3792,1.1772
colombo,arts,ARTS  South Eastern University of Sri Lanka,2020,6766,4371,1.327
gampaha,arts,ARTS  South Eastern University of Sri Lanka,2020,7391,5142,1.3202
kalutara,arts,ARTS  South Eastern University of Sri Lanka,2020,4964,3332,1.3274
matale,arts,ARTS  South Eastern University of Sri Lanka,2020,2850,1976,1.3203
kandy,arts,ARTS  South Eastern University of Sri Lanka,2020,7221,4796,1.3257
galle,arts,ARTS  South Eastern University of Sri Lanka,2020,4906,3394,1.349
matara,arts,ARTS  South Eastern University of Sri Lanka,2020,3999,2792,1.3217
hambantota,arts,ARTS  South Eastern University of Sri Lanka,2020,3676,2371,1.3448
kilinochchi,arts,ARTS  South Eastern University of Sri Lanka,2020,764,540,1.3892
mannar,arts,ARTS  South Eastern University of Sri Lanka,2020,611,452,1.3836
mullaitivu,arts,ARTS  South Eastern University of Sri Lanka,2020,683,499,1.3891
vavuniya,arts,ARTS  South Eastern University of Sri Lanka,2020,860,576,1.3217
trincomalee,arts,ARTS  South Eastern University of Sri Lanka,2020,1952,1408,1.3231
batticaloa,arts,ARTS  South Eastern University of Sri Lanka,2020,2583,1729,1.3195
ampara,arts,ARTS  South Eastern University of Sri Lanka,2020,3148,2156,1.3198
